record_id,admin_region,basin,altitude_masl,altitudinal_belt,site_name,unit,sub_unit,c14_lab_code,material,material_detail,c14_bp,c14_error,d13C_ams,reference_short,context_domestic,context_funerary,context_agriculture,context_other,c14_cal_from,c14_cal_to,c14_cal_median,ecozone
634,Arica y Parinacota,Lluta,4445.0,Altiplano,Las Cuevas 2,Trin-2,E-IVA,Beta-298938,Vegetal,Charcoal,10040,70,-,Santoro et al. 2011; Gayó et al. 2015,X,,,,11760,11250,11490,Altiplano
635,Arica y Parinacota,Lluta,4445.0,Altiplano,Las Cuevas 2,,E-IVC,UCIAMS-165646,Vegetal,Charcoal,10070,30,-,Osorio et al. 2017,X,,,,11720,11310,11510,Altiplano
636,Arica y Parinacota,Lluta,4445.0,Altiplano,Las Cuevas 4 ,-,-,I-12836 ,Vegetal,Wood ,350,70,-,Santoro and Chacama 1982 ,X,,,,500,150,380,Altiplano
637,Arica y Parinacota,Chaca,40.0,Coast,Caleta Vitor 1,3,C-9,ANU-31018,Vegetal,Charcoal,5110,35,-,"Carter 2016, in Santoro et al. 2017",X,,,,5920,5670,5820,Coast
638,Arica y Parinacota,Chaca,40.0,Coast,Caleta Vitor 1,3,C-9 (duplicate),ANU-31019,Vegetal,Charcoal,5120,35,-,Santoro et al. 2017,X,,,,5930,5730,5820,Coast
639,Arica y Parinacota,Chaca,40.0,Coast,Caleta Vitor 1/3,3,E-1,UGAMS-10507 ,Vegetal,Prosopis,2470,25,-25.3,Roberts et al. 2013; Santoro et al. 2017,X,,,,2700,2350,2480,Coast
640,Arica y Parinacota,Chaca,40.0,Coast,Caleta Vitor 1/2,2,E-13,UGAMS-10506 ,Vegetal,Vegetal,4030,30,-26.6,Roberts et al. 2013; Santoro et al. 2017,X,,,,4570,4300,4470,Coast
641,Arica y Parinacota,Chaca,40.0,Coast,Caleta Vitor 1,3,E-14,UGAMS-10508,Vegetal,Fruit remains,5860,30,-27.7,Roberts et al. 2013; Santoro et al. 2017,X,,,,6740,6500,6630,Coast
642,Arica y Parinacota,Chaca,40.0,Coast,Caleta Vitor 1,3,E-25,UGAMS-10509,Vegetal,Fruit remains,5770,30,-25.2,Roberts et al. 2013; Santoro et al. 2017,X,,,,6640,6410,6530,Coast
643,Arica y Parinacota,Chaca,40.0,Coast,Caleta Vitor 1/2,2,E-6,UGAMS-10505,Vegetal,Pod,3100,25,-,Roberts et al. 2013; Santoro et al. 2017,X,,,,3360,3170,3280,Coast
644,Arica y Parinacota,Chaca,40.0,Coast,Caleta Vitor 1,S2,T-1,OZN-921,Human,Human bone colagen,3710,35,-12.9,Roberts et al. 2013; Swift et al. 2015,,X,,,4150,3890,4010,Coast
645,Arica y Parinacota,Chaca,40.0,Coast,Caleta Vitor 1,S2,T-2,S-ANU-33419,Human,Human bone colagen,3815,41,-12,Swift et al. 2015,,X,,,4350,3980,4150,Coast
646,Arica y Parinacota,Chaca,40.0,Coast,Caleta Vitor 1,South-I,15-18,UCIAMS-133688,Vegetal,Vegetal,4120,20,-,Latorre et al. 2017; Santoro et al. 2017,X,,,,4810,4440,4580,Coast
647,Arica y Parinacota,Chaca,40.0,Coast,Caleta Vitor 1,South-I,15-18,UCIAMS-134062,Marine,Marine shell,4710,20,-,Latorre et al. 2017; Santoro et al. 2017,X,,,,5470,5320,5400,Coast
648,Arica y Parinacota,Chaca,40.0,Coast,Caleta Vitor 1,South-III,25-30,UGAMS-21742,Vegetal,Vegetal,4170,25,-,Latorre et al. 2017; Santoro et al. 2017,X,,,,4820,4530,4680,Coast
649,Arica y Parinacota,Chaca,40.0,Coast,Caleta Vitor 1,South-III,33-38,UCIAMS-133689,Vegetal,Vegetal,4535,15,-,Latorre et al. 2017; Santoro et al. 2017,X,,,,5300,5050,5160,Coast
650,Arica y Parinacota,Chaca,40.0,Coast,Caleta Vitor 1,South-III,33-38,UCIAMS-134063,Marine,Marine shell,4635,20,-,Latorre et al. 2017; Santoro et al. 2017,X,,,,5460,5070,5320,Coast
651,Arica y Parinacota,Chaca,40.0,Coast,Caleta Vitor 1,South-III,25-30,UGAMS-21741,Marine,Marine shell,4670,30,-,Latorre et al. 2017; Santoro et al. 2017,X,,,,5470,5300,5400,Coast
652,Arica y Parinacota,Chaca,40.0,Coast,Caleta Vitor 1,South-V,61-65,UGAMS-21744 ,Vegetal,Vegetal,4510,30,-,Latorre et al. 2017; Santoro et al. 2017,X,,,,5300,4970,5150,Coast
653,Arica y Parinacota,Chaca,40.0,Coast,Caleta Vitor 1,South-V,61-65,UGAMS-21743 ,Marine,Marine shell,5600,25,-,Latorre et al. 2017; Santoro et al. 2017,X,,,,6430,6290,6350,Coast
654,Arica y Parinacota,Chaca,40.0,Coast,Caleta Vitor 1,South-VII,87-92,UCIAMS-162421,Vegetal,Vegetal,5785,20,-,Latorre et al. 2017; Santoro et al. 2017,X,,,,6640,6450,6550,Coast
655,Arica y Parinacota,Chaca,40.0,Coast,Caleta Vitor 1,South-VII,87-92,UCIAMS-133690,Vegetal,Vegetal,5820,20,-,Latorre et al. 2017; Santoro et al. 2017,X,,,,6660,6500,6590,Coast
656,Arica y Parinacota,Chaca,40.0,Coast,Caleta Vitor 1,South-VII,87-92,UCIAMS-162420,Marine,Marine shell,6440,20,-,Latorre et al. 2017; Santoro et al. 2017,X,,,,7420,7260,7330,Coast
657,Arica y Parinacota,Chaca,40.0,Coast,Caleta Vitor 1,South-VII,87-92,UCIAMS-134064,Marine,Marine shell,6780,300,-,Latorre et al. 2017; Santoro et al. 2017,X,,,,8190,6990,7620,Coast
658,Arica y Parinacota,Chaca,40.0,Coast,Caleta Vitor 1,South-VIII,165-170,UCIAMS-133692,Vegetal,Vegetal,5900,20,-,Latorre et al. 2017; Santoro et al. 2017,X,,,,6780,6570,6690,Coast
659,Arica y Parinacota,Chaca,40.0,Coast,Caleta Vitor 1,South-VIII,128-133,UCIAMS-133691,Vegetal,Vegetal,5930,15,-,Latorre et al. 2017; Santoro et al. 2017,X,,,,6790,6660,6710,Coast
660,Arica y Parinacota,Chaca,40.0,Coast,Caleta Vitor 1,South-VIII,165-170,UCIAMS-134066 ,Marine,Marine shell,6560,20,-,Latorre et al. 2017; Santoro et al. 2017,X,,,,7560,7330,7440,Coast
661,Arica y Parinacota,Chaca,40.0,Coast,Caleta Vitor 1,South-VIII,128-133,UCIAMS-134065,Marine,Marine shell,6565,20,-,Latorre et al. 2017; Santoro et al. 2017,X,,,,7560,7330,7450,Coast
662,Arica y Parinacota,Chaca,30.0,Coast,Caleta Vitor 2,1,C-20,ANU-31013,Vegetal,Charcoal,2525,35,-,"Carter 2016, in Santoro et al. 2017",X,,,,2730,2370,2580,Coast
663,Arica y Parinacota,Chaca,30.0,Coast,Caleta Vitor 2,B1/S1,T-4,OZP-076,Human,Human bone colagen,1310,25,-12.6,Swift et al. 2015,,X,,,1270,1090,1220,Coast
664,Arica y Parinacota,Chaca,30.0,Coast,Caleta Vitor 2,B1/S2,T-5,OZP-580,Human,Human bone colagen,1170,30,-11.7,Swift et al. 2015,,X,,,1180,960,1020,Coast
665,Arica y Parinacota,Chaca,30.0,Coast,Caleta Vitor 2,B1/S2,T-5,OZP-075,Human,Human bone colagen,1175,25,-13.7,Swift et al. 2015,,X,,,1070,960,1010,Coast
666,Arica y Parinacota,Chaca,30.0,Coast,Caleta Vitor 2,B2A/S2 ,T-6,OZN-923,Human,Human bone colagen,1760,30,-12.6,Roberts et al. 2013; Swift et al. 2015,,X,,,1700,1540,1630,Coast
667,Arica y Parinacota,Chaca,30.0,Coast,Caleta Vitor 2,B2B/S2 ,T-7,OZN-924,Human,Human bone colagen,1725,30,-12.6,Roberts et al. 2013; Swift et al. 2015,,X,,,1700,1530,1580,Coast
668,Arica y Parinacota,Chaca,30.0,Coast,Caleta Vitor 2,B3/S1,T-8,OZP-074,Human,Human bone colagen,1255,25,-11.1,Swift et al. 2015,,X,,,1260,1060,1120,Coast
669,Arica y Parinacota,Chaca,30.0,Coast,Caleta Vitor 2,S-2,Art. 3,Beta-251627,Vegetal,Charcoal,1960,60,-0.7,Roberts et al. 2013; Santoro et al. 2017,X,,,,2000,1730,1860,Coast
670,Arica y Parinacota,Chaca,30.0,Coast,Caleta Vitor 2,E-1,11,UGAMS-10511,Vegetal,"Gossypium sp., seed",1930,30,-25.8,Roberts et al. 2013; Santoro et al. 2017,X,,,,1920,1740,1830,Coast
671,Arica y Parinacota,Chaca,30.0,Coast,Caleta Vitor 2/1,E-1,1,UGAMS-10510,Vegetal,Prosopis,2120,25,-26.8,Roberts et al. 2013; Santoro et al. 2017,X,,,,2120,1940,2050,Coast
672,Arica y Parinacota,Chaca,30.0,Coast,Caleta Vitor 2,E-1A,39,UGAMS-10513,Vegetal,"Gossypium sp., seed",3230,25,-,Roberts et al. 2013; Santoro et al. 2017,X,,,,3450,3360,3410,Coast
673,Arica y Parinacota,Chaca,30.0,Coast,Caleta Vitor 2,E-1,43,UGAMS-10514,Vegetal,Cap,3240,25,-,Roberts et al. 2013; Santoro et al. 2017,X,,,,3480,3360,3420,Coast
674,Arica y Parinacota,Chaca,30.0,Coast,Caleta Vitor 2,E-1,58,UGAMS-10515,Vegetal,Charcoal,3820,30,-29.1,Roberts et al. 2013; Santoro et al. 2017,X,,,,4350,3990,4160,Coast
675,Arica y Parinacota,Chaca,30.0,Coast,Caleta Vitor 2,E-1A,31,UGAMS-10512,Vegetal,"Gossypium sp., seed",2490,25,-22.7,Roberts et al. 2013; Santoro et al. 2017,X,,,,2710,2360,2530,Coast
676,Arica y Parinacota,Chaca,30.0,Coast,Caleta Vitor 2,S-1,Art. 1,Beta-251626,Vegetal,Charcoal,2040,70,-0.1,Roberts et al. 2013; Santoro et al. 2017,X,,,,2130,1750,1950,Coast
677,Arica y Parinacota,Chaca,30.0,Coast,Caleta Vitor 2,S-1,Art. 5,Beta-251628,Vegetal,Charcoal,2080,40,-0.9,Roberts et al. 2013; Santoro et al. 2017,X,,,,2100,1890,2000,Coast
678,Arica y Parinacota,Chaca,20.0,Coast,Caleta Vitor 3,1,C-30,ANU-31014,Vegetal,Charcoal,8075,40,-,"Carter 2016, in Santoro et al. 2017",X,,,,9080,8660,8900,Coast
679,Arica y Parinacota,Chaca,20.0,Coast,Caleta Vitor 3,1,C-31,ANU-31016,Vegetal,Charcoal,8420,40,-,"Carter 2016, in Santoro et al. 2017",X,,,,9530,9280,9420,Coast
680,Arica y Parinacota,Chaca,20.0,Coast,Caleta Vitor 3,B2/S3,T-10,OZN-919,Human,Human bone colagen,2420,35,-12.7,Roberts et al. 2013; Swift et al. 2015,,X,,,2700,2180,2420,Coast
681,Arica y Parinacota,Chaca,20.0,Coast,Caleta Vitor 3,B3/S2,T-11,OZP-073,Human,Human bone colagen,2525,60,-13.3,Swift et al. 2015,,X,,,2730,2360,2570,Coast
682,Arica y Parinacota,Chaca,20.0,Coast,Caleta Vitor 3,E-1,31,UGAMS-10516,Vegetal,Wood,8260,30,-23.4,Roberts et al. 2013; Santoro et al. 2017,X,,,,9400,9030,9190,Coast
683,Arica y Parinacota,Chaca,20.0,Coast,Caleta Vitor 4/6,C-5,-,Beta-418552,Vegetal,Charcoal,930,30,-,"Bland et al. 2016, in Santoro et al. 2017",X,,,,910,730,790,Coast
684,Arica y Parinacota,Chaca,20.0,Coast,Caleta Vitor 4,E-1,1,UGAMS-10519 ,Vegetal,Vegetal,420,20,-,"Carter 2016, in Santoro et al. 2017",X,,,,500,330,460,Coast
685,Arica y Parinacota,Chaca,20.0,Coast,Caleta Vitor 4,E-1,1,UGAMS-10517 ,Vegetal,Vegetal,610,25,-,"Carter 2016, in Santoro et al. 2017",X,,,,630,530,560,Coast
686,Arica y Parinacota,Chaca,20.0,Coast,Caleta Vitor 4,E-1,19,UGAMS-10518 ,Vegetal,Maize ,630,30,-,"Carter 2016, in Santoro et al. 2017",X,,,,650,540,600,Coast
687,Arica y Parinacota,Chaca,20.0,Coast,Caleta Vitor 4,E-6,10,UGAMS-10520 ,Vegetal,"Gossypium sp., seed",1820,25,-,"Carter 2016, in Santoro et al. 2017",X,,,,1810,1610,1680,Coast
688,Arica y Parinacota,Chaca,20.0,Coast,Caleta Vitor 4,Sq3,-,OZN-920,Human,Human bone colagen,2575,35,-15.3,Roberts et al. 2013; Santoro et al. 2017,,X,,,2750,2490,2610,Coast
689,Arica y Parinacota,Chaca,30.0,Coast,Caleta Vitor 6,B1/S1,T-12,S-ANU-33420,Human,Human bone colagen,990,39,-12.7,Swift et al. 2015,,X,,,930,770,850,Coast
690,Arica y Parinacota,Chaca,30.0,Coast,Caleta Vitor 6,B1/S3,T-13,S-ANU-30739,Human,Human bone colagen,1848,25,-12.8,Swift et al. 2015,,X,,,1820,1620,1730,Coast
691,Arica y Parinacota,Chaca,30.0,Coast,Caleta Vitor 6,B1/S4,T-14,OZP-072,Human,Human bone colagen,1890,35,-14.2,Swift et al. 2015,,X,,,1880,1700,1780,Coast
692,Arica y Parinacota,Chaca,30.0,Coast,Caleta Vitor 6,B1/S5,T-15,OZP-071,Human,Human bone colagen,1850,30,-13.3,Swift et al. 2015,,X,,,1830,1620,1740,Coast
693,Arica y Parinacota,Chaca,30.0,Coast,Caleta Vitor 6,B1/S6,T-16,OZP-070,Human,Human bone colagen,1845,30,-13.6,Swift et al. 2015,,X,,,1830,1610,1730,Coast
694,Arica y Parinacota,Chaca,30.0,Coast,Caleta Vitor 6,B3/S1,T-17,S-ANU-30232,Human,Human bone colagen,1560,77,-11.3,Swift et al. 2015,,X,,,1570,1290,1410,Coast
695,Arica y Parinacota,Chaca,30.0,Coast,Caleta Vitor 6,B5/S12,T-19 ,S-ANU-30233,Human,Human bone colagen,1000,25,-12.6,Swift et al. 2015,,X,,,930,800,850,Coast
696,Arica y Parinacota,Chaca,30.0,Coast,Caleta Vitor 6,B6/S1,T-20,OZP-069,Human,Human bone colagen,1940,30,-12.3,Swift et al. 2015,,X,,,1920,1750,1840,Coast
697,Arica y Parinacota,Chaca,30.0,Coast,Caleta Vitor 6/2,C-3,-,Beta-418553,Marine,Feather,890,30,-,"Bland et al. 2016, in Santoro et al. 2017",X,,,,880,680,750,Coast
698,Arica y Parinacota,Chaca,30.0,Coast,Caleta Vitor 6,C-6,-,Beta-418554,Marine,Feather,1670,30,-,"Bland et al. 2016, in Santoro et al. 2017",X,,,,1590,1430,1520,Coast
699,Arica y Parinacota,Chaca,30.0,Coast,Caleta Vitor 6,E-1,8,UGAMS-10522,Vegetal,Maize ,530,25,-,Roberts et al. 2013; Santoro et al. 2017,X,,,,540,500,520,Coast
700,Arica y Parinacota,Chaca,30.0,Coast,Caleta Vitor 6,E-1,16,UGAMS-10523,Vegetal,Maize ,660,25,-,Roberts et al. 2013; Santoro et al. 2017,X,,,,650,550,610,Coast
701,Arica y Parinacota,Chaca,30.0,Coast,Caleta Vitor 6,U-1/E-12,M-248,Beta-434055,Marine,Marine shell,1650,30,-,Santoro et al. 2017,X,,,,1570,1410,1490,Coast
702,Arica y Parinacota,Chaca,30.0,Coast,Caleta Vitor 6,U-1/E-2,M-238,Beta-434053,Marine,Marine shell,1490,30,-,Santoro et al. 2017,X,,,,1400,1300,1340,Coast
703,Arica y Parinacota,Chaca,30.0,Coast,Caleta Vitor 6,U-1/E-9,M-245,Beta-434054,Marine,Marine shell,1600,30,-,Santoro et al. 2017,X,,,,1530,1370,1450,Coast
704,Arica y Parinacota,Chaca,50.0,Coast,Caleta Vitor 7,1,C-10,ANU-31017,Vegetal,Charcoal,4400,35,-,"Carter 2016, in Santoro et al. 2017",X,,,,5210,4840,4930,Coast
705,Arica y Parinacota,Chaca,50.0,Coast,Caleta Vitor 7,E-1,6,UGAMS-10524,Vegetal,Cap,3880,25,-,"Carter 2016, in Santoro et al. 2017",X,,,,4410,4150,4260,Coast
706,Arica y Parinacota,Camarones,540.0,Lowland,Conanoxa  E-1,Piso A,Storage,IVIC-176,Vegetal,Charcoal,1150,95,-,"Schiappacasse and Niemeyer 1963, 1969, in Nuñez 1976",X,,,,1260,800,1020,Lowlands
707,Arica y Parinacota,Camarones,520.0,Lowland,Conanoxa  E-6,T-E,MNHN-26099,-,Textile,Textile,2270,70,-,Schiappacasse and Niemeyer 1969,,X,,,2360,2020,2230,Lowlands
708,Arica y Parinacota,Camarones,465.0,Lowland,Conanoxa  W (a),R-1,E-sup.,IVIC-175,Coprolite,Coprolite,3740,130,-,"Schiappacasse and Niemeyer 1963, 1969, in Nuñez 1976",X,,,,4420,3700,4060,Lowlands
709,Arica y Parinacota,Camarones,465.0,Lowland,Conanoxa  W (a),R-1 /South wall,Corner A,IVIC-876,Vegetal,Charcoal,3970,120,-,"Schiappacasse and Niemeyer 1963, 1969, in Nuñez 1976",X,,,,4820,4000,4370,Lowlands
710,Arica y Parinacota,Camarones,465.0,Lowland,Conanoxa  W (a),R-3 /South wall,E-sup.,IVIC-875,Vegetal,Charcoal,4020,110,-,"Schiappacasse and Niemeyer 1963, 1969, in Nuñez 1976",X,,,,4820,4150,4450,Lowlands
711,Arica y Parinacota,Azapa,3210.0,Precordillera,Los Dólmenes,Alero 1/M-2,E-1,﻿Beta-24355,Vegetal,Charcoal,4000,50,-,Santoro C.P. in Osorio et al. 2016 ,X,,,,4570,4240,4420,Precordillera
712,Arica y Parinacota,Azapa,3210.0,Precordillera,Los Dólmenes,C-1 ,E-4,﻿Beta-335684,Vegetal,Charcoal,4300,30,-23,Osorio et al. 2016,X,,,,4960,4650,4840,Precordillera
713,Arica y Parinacota,Azapa,3210.0,Precordillera,Los Dólmenes,U-1 ,E-2W,﻿Beta-319879,Animal,Charred bone,4210,40,-17.8,Osorio et al. 2016,X,,,,4840,4540,4710,Precordillera
714,Arica y Parinacota,Azapa,3770.0,Altiplano,El Alto,U-6,E-1,Beta-400066,Vegetal,Charcoal,4830,30,-22.2,Sepúlveda et al. 2018,X,,,,5600,5340,5520,Altiplano
715,Arica y Parinacota,Azapa,3770.0,Altiplano,El Alto,U-2/C-2,N-1 (10 Cm),Beta-385132,Vegetal,Charcoal,4830,30,-23.6,Sepúlveda et al. 2018,X,,,,5600,5340,5520,Altiplano
716,Arica y Parinacota,Azapa,3770.0,Altiplano,El Alto,U-7/NW,E-2B/F-2,Beta-400065,Vegetal,Charcoal,4460,30,-20.4,Sepúlveda et al. 2018,X,,,,5280,4870,5020,Altiplano
717,Arica y Parinacota,Azapa,3770.0,Altiplano,El Alto,U-5/E-1,F-1 (23 cm),Beta-400064,Vegetal,Charcoal,4430,30,-22,Sepúlveda et al. 2018,X,,,,5260,4860,4960,Altiplano
718,Arica y Parinacota,Azapa,3770.0,Altiplano,El Alto,U-6,F-4 (20 cm),Beta-400067,Vegetal,Charcoal,5030,30,-23.5,Sepúlveda et al. 2018,X,,,,5890,5600,5720,Altiplano
719,Arica y Parinacota,Azapa,40.0,Coast,Maderas Enco ,T-1,-,GX-17464 ,Vegetal,Wood,4750,155,-,Arriaza 1994 ,,X,,,5880,4960,5420,Coast
720,Arica y Parinacota,Azapa,3100.0,Precordillera,Errante,U-1,E-2/N-B,Beta-428149,Vegetal,Charcoal,9330,30,-,Guerrero and Sepúlveda 2020,X,,,,10640,10300,10490,Precordillera
721,Arica y Parinacota,Azapa,70.0,Coast,Garibaldi 1 ,-,-,Beta-88042 ,Human,human soft tissue ,1850,70,-,"Standen and Santoro 1995, in Gayó et al. 2015",,X,,,1890,1560,1730,Coast
722,Arica y Parinacota,Lluta,3600.0,Precordillera,Guañure ,-,-,I-11873 ,Vegetal,Charcoal,4330,105,-,Santoro and Chacama 1982 ,X,,,,5280,4530,4880,Precordillera
723,Arica y Parinacota,Lluta,4100.0,Altiplano,Hakenasa,2,-,Beta-187525,Vegetal,Charcoal ,1550,60,-,"LeFebvre 2004, in Osorio et al. 2011",X,,,,1530,1310,1400,Altiplano
724,Arica y Parinacota,Lluta,4100.0,Altiplano,Hakenasa,3,-,Beta-187526,Vegetal,Charcoal ,1860,60,-,"LeFebvre 2004, in Osorio et al. 2011; Sepulveda et al. 2018",X,,,,1890,1590,1750,Altiplano
725,Arica y Parinacota,Lluta,4100.0,Altiplano,Hakenasa,-,-,Beta-187527,Vegetal,Charcoal ,2810,60,-,"LeFebvre 2004, in Osorio et al. 2011; Sepulveda et al. 2018",X,,,,3060,2760,2880,Altiplano
726,Arica y Parinacota,Lluta,4100.0,Altiplano,Hakenasa,-,-,I-13229,Vegetal,Charcoal,2850,200,-,Santoro 1986; Sepúlveda et al. 2018,X,,,,3450,2430,2970,Altiplano
727,Arica y Parinacota,Lluta,4100.0,Altiplano,Hakenasa,-,-,Beta-187528,Vegetal,Charcoal ,3700,60,-,"LeFebvre 2004, in Osorio et al. 2011",X,,,,4230,3830,4000,Altiplano
728,Arica y Parinacota,Lluta,4100.0,Altiplano,Hakenasa,-,-,Beta-187529,Vegetal,Charcoal ,4270,70,-,"LeFebvre 2004, in Osorio et al. 2011",X,,,,4960,4530,4750,Altiplano
729,Arica y Parinacota,Lluta,4100.0,Altiplano,Hakenasa,-,-,I-13230,Vegetal,Charcoal,4380,120,-,Santoro 1986,X,,,,5310,4580,4960,Altiplano
730,Arica y Parinacota,Lluta,4100.0,Altiplano,Hakenasa,7,-,Beta-187530,Vegetal,Charcoal ,5140,70,-,"LeFebvre 2004, in Osorio et al. 2011",X,,,,6000,5610,5830,Altiplano
731,Arica y Parinacota,Lluta,4100.0,Altiplano,Hakenasa,E-8/7,-,Beta-219700,Vegetal,Charcoal,6200,80,-,"Moreno et al. 2009, in Osorio et al. 2011",X,,,,7260,6800,7060,Altiplano
732,Arica y Parinacota,Lluta,4100.0,Altiplano,Hakenasa,E-10/9,-,Beta-219701,Vegetal,Charcoal,6960,50,-,"Moreno et al. 2009, in Osorio et al. 2011",X,,,,7930,7660,7760,Altiplano
733,Arica y Parinacota,Lluta,4100.0,Altiplano,Hakenasa,23,-,I-13287,Vegetal,Charcoal,8340,300,-,"Santoro 1986, En Núñez and Santoro 1988",X,,,,10150,8540,9250,Altiplano
734,Arica y Parinacota,Lluta,4100.0,Altiplano,Hakenasa,10,-,Beta-187531 ,Vegetal,Charcoal,8789,60,-,"LeFebvre 2004, in Osorio et al. 2017",X,,,,10120,9550,9750,Altiplano
735,Arica y Parinacota,Lluta,4100.0,Altiplano,Hakenasa,11,-,Beta-187532 ,Vegetal,Charcoal,9170,70,-,"LeFebvre 2004, in Osorio et al. 2017",X,,,,10500,10190,10320,Altiplano
736,Arica y Parinacota,Lluta,4100.0,Altiplano,Hakenasa,11,-,Beta-187533 ,Vegetal,Charcoal,9260,60,-,"LeFebvre 2004, in Osorio et al. 2017",X,,,,10560,10240,10390,Altiplano
737,Arica y Parinacota,Lluta,4100.0,Altiplano,Hakenasa,12,-,Beta-187534 ,Vegetal,Charcoal,9520,70,-,"LeFebvre 2004, in Osorio et al. 2017",X,,,,11100,10570,10770,Altiplano
738,Arica y Parinacota,Lluta,4100.0,Altiplano,Hakenasa,13,-,Beta-187535,Vegetal,Charcoal,9580,40,-,"LeFebvre 2004, in Osorio et al. 2017",X,,,,11100,10700,10900,Altiplano
739,Arica y Parinacota,Lluta,4100.0,Altiplano,Hakenasa,14,-,UCIAMS-145003 ,Animal,Camelid teeth,9655,40,-,Osorio et al. 2017,X,,,,11180,10770,10950,Altiplano
740,Arica y Parinacota,Lluta,4100.0,Altiplano,Hakenasa,E-1,-,UCIAMS-77761 ,Vegetal,Charcoal,9830,40,-,Santoro et al. 2011 ,X,,,,11270,11150,11210,Altiplano
741,Arica y Parinacota,Lluta,4100.0,Altiplano,Hakenasa,E-1,-,UCIAMS-77762 ,Vegetal,Charcoal,9975,40,-,Santoro et al. 2011 ,X,,,,11620,11240,11350,Altiplano
742,Arica y Parinacota,Lluta,4100.0,Altiplano,Hakenasa,13,-,UGAMS-2953 ,Vegetal,Charcoal,9980,40,-,"Moreno et al. 2009, in Osorio et al. 2011",X,,,,11620,11240,11370,Altiplano
743,Arica y Parinacota,Camarones,1140.0,Lowland,Huancarane 1,R-132,-,Beta-434056,Vegetal,Basketry ,530,30,-,Szpak and Valenzuela 2020,X,,,,550,500,520,Lowlands
744,Arica y Parinacota,Camarones,1140.0,Lowland,Huancarane 1,R-74,-,DAMS-23334,Vegetal,Maize ,380,45,-,Szpak and Valenzuela 2020,X,,,,490,310,400,Lowlands
745,Arica y Parinacota,Camarones,1140.0,Lowland,Huancarane 1,R-79,-,DAMS-23335,Vegetal,Maize ,700,30,-,Szpak and Valenzuela 2020,X,,,,670,560,600,Lowlands
746,Arica y Parinacota,Azapa,3400.0,Precordillera,Ipilla 1 ,-,-,AA-34477 ,Vegetal,Charcoal,9090,75,-,"Rech 2001, in Gayó et al. 2015",X,,,,10490,9910,10220,Precordillera
747,Arica y Parinacota,Azapa,3400.0,Precordillera,Ipilla 2 ,N1E1,E-5,UCIAMS-77763 ,Vegetal,Charcoal,2075,35,-,Santoro et al. 2011; Sepulveda et al. 2018,X,,,,2090,1890,1990,Precordillera
748,Arica y Parinacota,Azapa,3400.0,Precordillera,Ipilla 2 ,N-15,"190,5 (cm)",UGAMS-4588,Vegetal,Charcoal,8510,30,-,Santoro et al. 2011; Gayó et al. 2015,X,,,,9540,9440,9500,Precordillera
749,Arica y Parinacota,Azapa,3400.0,Precordillera,Ipilla 2 ,N1E1,E-8,UCIAMS-77765,Vegetal,Charcoal,8600,40,-,Herrera et al. 2015; Gayó et al. 2015,X,,,,9660,9470,9530,Precordillera
750,Arica y Parinacota,Azapa,3400.0,Precordillera,Ipilla 2 ,N1E1,E-7,UCIAMS-77764,Vegetal,Charcoal,8635,40,-,Herrera et al. 2015; Gayó et al. 2015,X,,,,9680,9490,9560,Precordillera
751,Arica y Parinacota,Azapa,3400.0,Precordillera,Ipilla 2 ,N1E1,E-6,UCIAMS-84348,Vegetal,Charcoal,8675,25,-,Herrera et al. 2015; Gayó et al. 2015,X,,,,9680,9540,9590,Precordillera
752,Arica y Parinacota,Azapa,3400.0,Precordillera,Ipilla 2 ,N1E0,E-10,UCIAMS-77767,Vegetal,Charcoal,8690,40,-,Herrera et al. 2015; Gayó et al. 2015,X,,,,9730,9530,9610,Precordillera
753,Arica y Parinacota,Azapa,3400.0,Precordillera,Ipilla 2 ,N1E0,E-13,UCIAMS-77770,Vegetal,Charcoal,8695,40,-,Herrera et al. 2015; Gayó et al. 2015,X,,,,9740,9540,9610,Precordillera
754,Arica y Parinacota,Azapa,3400.0,Precordillera,Ipilla 2 ,N1E1,E-9,UCIAMS-77766,Vegetal,Charcoal,8695,40,-,Herrera et al. 2015; Gayó et al. 2015,X,,,,9740,9540,9610,Precordillera
755,Arica y Parinacota,Azapa,3400.0,Precordillera,Ipilla 2 ,-,E-1,UCIAMS-165635,Vegetal,Charcoal,8700,70,-,Osorio et al. 2017,X,,,,9900,9530,9650,Precordillera
756,Arica y Parinacota,Azapa,3400.0,Precordillera,Ipilla 2 ,-,E-2B,UCIAMS-165632,Vegetal,Charcoal,8725,25,-,Osorio et al. 2017,X,,,,9740,9540,9620,Precordillera
757,Arica y Parinacota,Azapa,3400.0,Precordillera,Ipilla 2 ,N1E0,E-11,UCIAMS-77768,Vegetal,Charcoal,8730,35,-,Herrera et al. 2015; Gayó et al. 2015,X,,,,9890,9540,9640,Precordillera
758,Arica y Parinacota,Azapa,3400.0,Precordillera,Ipilla 2 ,-,E-2A,UCIAMS-165633,Vegetal,Charcoal,8780,25,-,Osorio et al. 2017,X,,,,9890,9560,9710,Precordillera
759,Arica y Parinacota,Azapa,3400.0,Precordillera,Ipilla 2 ,Expose profile,-,CAMS-124594,Vegetal,Charcoal,8785,30,-,Santoro et al. 2011/Osorio et al. 2017,X,,,,9890,9560,9730,Precordillera
