site_name,sample_id,lat,lon,altitude_masl,period,period_from,period_to,c14_method,c14_lab_code,c14_bp,c14_error,c14_cal_from,c14_cal_to,lab_id,type_source,taxon_local,genus_species,photosynthetic_pathway,plant_domesticate,sample_type,wt_C,wt_N,CN_ratio,d13C,d15N,d34S,Sr87_Sr86,reference_short,doi,locality,admin_region,ecozone
Arica,Amaranthus deflexus,-18.478908,-70.320551,26.0,Modern,,,,,,,,,Amaranthus deflexus,Terrestrial flora,Bledo rastrero,Amaranthus deflexus,C4,No,,,,,-13.3,,,,Tieszen and Chapman (1992),DOI 10.1007/s10745-012-9509-0,"Arica Coast, Lluta River",Arica y Parinacota,Coast
Arica,Schinus molle,-18.478908,-70.320551,26.0,Modern,,,,,,,,,Schinus molle,Terrestrial flora,Molle,Schinus molle,C3,Managed,,,,,-24.8,,,,Tieszen and Chapman (1992),DOI 10.1007/s10745-012-9509-0,"Arica Coast, Lluta River",Arica y Parinacota,Coast
Arica,Browningia candelaris,-18.478908,-70.320551,26.0,Modern,,,,,,,,,Browningia candelaris,Terrestrial flora,"Sanki, cardón",Browningia candelaris,CAM,No,,,,,-12.2,,,,Tieszen and Chapman (1992),DOI 10.1007/s10745-012-9509-0,"Arica Coast, Lluta River",Arica y Parinacota,Coast
Arica,Cumulopuntia ignescens,-18.478908,-70.320551,26.0,Modern,,,,,,,,,Cumulopuntia ignescens,Terrestrial flora,Piskayu,Cumulopuntia ignescens,CAM,No,,,,,-13.6,,,,Tieszen and Chapman (1992),DOI 10.1007/s10745-012-9509-0,"Arica Coast, Lluta River",Arica y Parinacota,Coast
Arica,Cylindropuntia tunicata,-18.478908,-70.320551,26.0,Modern,,,,,,,,,Cylindropuntia tunicata,Terrestrial flora,Cactus (atoq-waqachi),Cylindropuntia tunicata,CAM,No,,,,,-13.2,,,,Tieszen and Chapman (1992),DOI 10.1007/s10745-012-9509-0,"Arica Coast, Lluta River",Arica y Parinacota,Coast
Arica,Haageocereus fascicularis,-18.478908,-70.320551,26.0,Modern,,,,,,,,,Haageocereus fascicularis,Terrestrial flora,Cactus (quisco de la precordillera de Arica),Haageocereus fascicularis,CAM,No,,,,,-10.7,,,,Tieszen and Chapman (1992),DOI 10.1007/s10745-012-9509-0,"Arica Coast, Lluta River",Arica y Parinacota,Coast
Arica,Stellaria cuspidata,-18.478908,-70.320551,26.0,Modern,,,,,,,,,Stellaria cuspidata,Terrestrial flora,Mexican chickweed,Stellaria cuspidata,C3,No,,,,,-23.8,,,,Tieszen and Chapman (1992),DOI 10.1007/s10745-012-9509-0,"Arica Coast, Lluta River",Arica y Parinacota,Coast
Arica,Atriplex atacamensis,-18.478908,-70.320551,26.0,Modern,,,,,,,,,Atriplex atacamensis,Terrestrial flora,Cachiyuyo,Atriplex atacamensis,C4,No,,,,,-17.3,,,,Tieszen and Chapman (1992),DOI 10.1007/s10745-012-9509-0,"Arica Coast, Lluta River",Arica y Parinacota,Coast
Arica,Chenopodium ambrosioides,-18.478908,-70.320551,26.0,Modern,,,,,,,,,Chenopodium ambrosioides,Terrestrial flora,"Paicco, hierba del gallinazo",Chenopodium ambrosioides,,No,,,,,-27.0,,,,Tieszen and Chapman (1992),DOI 10.1007/s10745-012-9509-0,"Arica Coast, Lluta River",Arica y Parinacota,Coast
Arica,Baccharis salicifolia,-18.478908,-70.320551,26.0,Modern,,,,,,,,,Baccharis salicifolia,Terrestrial flora,Chilca,Baccharis salicifolia,C3,No,,,,,-24.8,,,,Tieszen and Chapman (1992),DOI 10.1007/s10745-012-9509-0,"Arica Coast, Lluta River",Arica y Parinacota,Coast
Arica,Mutisia acuminata,-18.478908,-70.320551,26.0,Modern,,,,,,,,,Mutisia acuminata,Terrestrial flora,Chinchilcuma,Mutisia acuminata,C3,No,,,,,-24.3,,,,Tieszen and Chapman (1992),DOI 10.1007/s10745-012-9509-0,"Arica Coast, Lluta River",Arica y Parinacota,Coast
Arica,Parastrephia lucida,-18.478908,-70.320551,26.0,Modern,,,,,,,,,Parastrephia lucida,Terrestrial flora,,Parastrephia lucida,C3,No,,,,,-22.5,,,,Tieszen and Chapman (1992),DOI 10.1007/s10745-012-9509-0,"Arica Coast, Lluta River",Arica y Parinacota,Coast
Arica,Pluchea chingoyo,-18.478908,-70.320551,26.0,Modern,,,,,,,,,Pluchea chingoyo,Terrestrial flora,,Pluchea chingoyo,,No,,,,,-25.5,,,,Tieszen and Chapman (1992),DOI 10.1007/s10745-012-9509-0,"Arica Coast, Lluta River",Arica y Parinacota,Coast
Arica,Senecio adenophyllus,-18.478908,-70.320551,26.0,Modern,,,,,,,,,Senecio adenophyllus,Terrestrial flora,,Senecio adenophyllus,C3,No,,,,,-27.8,,,,Tieszen and Chapman (1992),DOI 10.1007/s10745-012-9509-0,"Arica Coast, Lluta River",Arica y Parinacota,Coast
Arica,Senecio graveolens,-18.478908,-70.320551,26.0,Modern,,,,,,,,,Senecio graveolens,Terrestrial flora,"Huiscataya, chancah-qoma",Senecio graveolens,C3,No,,,,,-24.0,,,,Tieszen and Chapman (1992),DOI 10.1007/s10745-012-9509-0,"Arica Coast, Lluta River",Arica y Parinacota,Coast
Arica,Senecio phylloleptus,-18.478908,-70.320551,26.0,Modern,,,,,,,,,Senecio phylloleptus,Terrestrial flora,,Senecio phylloleptus,C3,No,,,,,-24.1,,,,Tieszen and Chapman (1992),DOI 10.1007/s10745-012-9509-0,"Arica Coast, Lluta River",Arica y Parinacota,Coast
Arica,Senecio rosmarinus,-18.478908,-70.320551,26.0,Modern,,,,,,,,,Senecio rosmarinus,Terrestrial flora,,Senecio rosmarinus,C3,No,,,,,-22.6,,,,Tieszen and Chapman (1992),DOI 10.1007/s10745-012-9509-0,"Arica Coast, Lluta River",Arica y Parinacota,Coast
Arica,Senecio zoellneri,-18.478908,-70.320551,26.0,Modern,,,,,,,,,Senecio zoellneri,Terrestrial flora,,Senecio zoellneri,C3,No,,,,,-27.4,,,,Tieszen and Chapman (1992),DOI 10.1007/s10745-012-9509-0,"Arica Coast, Lluta River",Arica y Parinacota,Coast
Arica,Tessaria absinthioides,-18.478908,-70.320551,26.0,Modern,,,,,,,,,Tessaria absinthioides,Terrestrial flora,,Tessaria absinthioides,C3,No,,,,,-27.1,,,,Tieszen and Chapman (1992),DOI 10.1007/s10745-012-9509-0,"Arica Coast, Lluta River",Arica y Parinacota,Coast
Arica,Werneria aretioides,-18.478908,-70.320551,26.0,Modern,,,,,,,,,Werneria aretioides,Terrestrial flora,,Werneria aretioides,C3,No,,,,,-25.3,,,,Tieszen and Chapman (1992),DOI 10.1007/s10745-012-9509-0,"Arica Coast, Lluta River",Arica y Parinacota,Coast
Arica,Werneria poposa,-18.478908,-70.320551,26.0,Modern,,,,,,,,,Werneria poposa,Terrestrial flora,,Werneria poposa,C3,No,,,,,-24.9,,,,Tieszen and Chapman (1992),DOI 10.1007/s10745-012-9509-0,"Arica Coast, Lluta River",Arica y Parinacota,Coast
Arica,Schoenoplectus americanus,-18.478908,-70.320551,26.0,Modern,,,,,,,,,Schoenoplectus americanus,Terrestrial flora,,Schoenoplectus americanus,,No,,,,,-27.1,,,,Tieszen and Chapman (1992),DOI 10.1007/s10745-012-9509-0,"Arica Coast, Lluta River",Arica y Parinacota,Coast
Arica,Ephedra andina,-18.478908,-70.320551,26.0,Modern,,,,,,,,,Ephedra andina,Terrestrial flora,,Ephedra andina,C3,No,,,,,-23.7,,,,Tieszen and Chapman (1992),DOI 10.1007/s10745-012-9509-0,"Arica Coast, Lluta River",Arica y Parinacota,Coast
Arica,Equisetum giganteum,-18.478908,-70.320551,26.0,Modern,,,,,,,,,Equisetum giganteum,Terrestrial flora,"Moco-moco, suelda suelda",Equisetum giganteum,C3,No,,,,,-25.3,,,,Tieszen and Chapman (1992),DOI 10.1007/s10745-012-9509-0,"Arica Coast, Lluta River",Arica y Parinacota,Coast
Arica,Silvaea celosioides,-18.478908,-70.320551,26.0,Modern,,,,,,,,,Silvaea celosioides,Terrestrial flora,,Silvaea celosioides,C3,No,,,,,-22.9,,,,Tieszen and Chapman (1992),DOI 10.1007/s10745-012-9509-0,"Arica Coast, Lluta River",Arica y Parinacota,Coast
Arica,Cynodon dactylon,-18.478908,-70.320551,26.0,Modern,,,,,,,,,Cynodon dactylon,Terrestrial flora,Grama dulce,Cynodon dactylon,C4,No,,,,,-13.0,,,,Tieszen and Chapman (1992),DOI 10.1007/s10745-012-9509-0,"Arica Coast, Lluta River",Arica y Parinacota,Coast
Arica,Zea mays,-18.478908,-70.320551,26.0,Modern,,,,,,,,,Zea mays,Terrestrial flora,Maize,Zea mays,C4,Yes,,,,,-12.8,,,,Tieszen and Chapman (1992),DOI 10.1007/s10745-012-9509-0,"Arica Coast, Lluta River",Arica y Parinacota,Coast
Arica,Deyeuxia breviaristata,-18.478908,-70.320551,26.0,Modern,,,,,,,,,Deyeuxia breviaristata,Terrestrial flora,,Deyeuxia breviaristata,C3,No,,,,,-25.2,,,,Tieszen and Chapman (1992),DOI 10.1007/s10745-012-9509-0,"Arica Coast, Lluta River",Arica y Parinacota,Coast
Arica,Distichlis spicata,-18.478908,-70.320551,26.0,Modern,,,,,,,,,Distichlis spicata,Terrestrial flora,Dessert grass,Distichlis spicata,,No,,,,,-13.1,,,,Tieszen and Chapman (1992),DOI 10.1007/s10745-012-9509-0,"Arica Coast, Lluta River",Arica y Parinacota,Coast
Arica,Festuca orthophylla,-18.478908,-70.320551,26.0,Modern,,,,,,,,,Festuca orthophylla,Terrestrial flora,Paja brava,Festuca orthophylla,C3,No,,,,,-23.2,,,,Tieszen and Chapman (1992),DOI 10.1007/s10745-012-9509-0,"Arica Coast, Lluta River",Arica y Parinacota,Coast
Arica,Gynerium argenteum,-18.478908,-70.320551,26.0,Modern,,,,,,,,,Gynerium argenteum,Terrestrial flora,,Gynerium argenteum,C3,No,,,,,-25.6,,,,Tieszen and Chapman (1992),DOI 10.1007/s10745-012-9509-0,"Arica Coast, Lluta River",Arica y Parinacota,Coast
Arica,Polypogon linearis,-18.478908,-70.320551,26.0,Modern,,,,,,,,,Polypogon linearis,Terrestrial flora,,Polypogon linearis,C3,No,,,,,-27.8,,,,Tieszen and Chapman (1992),DOI 10.1007/s10745-012-9509-0,"Arica Coast, Lluta River",Arica y Parinacota,Coast
Arica,Stipa leptostachia,-18.478908,-70.320551,26.0,Modern,,,,,,,,,Stipa leptostachia,Terrestrial flora,Paja,Stipa leptostachia,C3,No,,,,,-23.9,,,,Tieszen and Chapman (1992),DOI 10.1007/s10745-012-9509-0,"Arica Coast, Lluta River",Arica y Parinacota,Coast
Arica,Distichia muscoides,-18.478908,-70.320551,26.0,Modern,,,,,,,,,Distichia muscoides,Terrestrial flora,"Champa, lacsa-lacsa",Distichia muscoides,C3,No,,,,,-23.8,,,,Tieszen and Chapman (1992),DOI 10.1007/s10745-012-9509-0,"Arica Coast, Lluta River",Arica y Parinacota,Coast
Arica,Geoffroea decorticans,-18.478908,-70.320551,26.0,Modern,,,,,,,,,Geoffroea decorticans,Terrestrial flora,Chañar,Geoffroea decorticans,C3,No,,,,,-25.2,,,,Tieszen and Chapman (1992),DOI 10.1007/s10745-012-9509-0,"Arica Coast, Lluta River",Arica y Parinacota,Coast
Arica,Prosopis chilensis,-18.478908,-70.320551,26.0,Modern,,,,,,,,,Prosopis chilensis,Terrestrial flora,Algarrobo,Prosopis chilensis,C3,Managed,,,,,-25.6,,,,Tieszen and Chapman (1992),DOI 10.1007/s10745-012-9509-0,"Arica Coast, Lluta River",Arica y Parinacota,Coast
Arica,Caiophora sepiaria,-18.478908,-70.320551,26.0,Modern,,,,,,,,,Caiophora sepiaria,Terrestrial flora,,Caiophora sepiaria,C3,No,,,,,-21.9,,,,Tieszen and Chapman (1992),DOI 10.1007/s10745-012-9509-0,"Arica Coast, Lluta River",Arica y Parinacota,Coast
Arica,Tarasa rahmeri,-18.478908,-70.320551,26.0,Modern,,,,,,,,,Tarasa rahmeri,Terrestrial flora,,Tarasa rahmeri,C3,No,,,,,-22.3,,,,Tieszen and Chapman (1992),DOI 10.1007/s10745-012-9509-0,"Arica Coast, Lluta River",Arica y Parinacota,Coast
Arica,Myrica pavonis,-18.478908,-70.320551,26.0,Modern,,,,,,,,,Myrica pavonis,Terrestrial flora,,Myrica pavonis,C3,No,,,,,-26.3,,,,Tieszen and Chapman (1992),DOI 10.1007/s10745-012-9509-0,"Arica Coast, Lluta River",Arica y Parinacota,Coast
Arica,Epilobium denticulatum,-18.478908,-70.320551,26.0,Modern,,,,,,,,,Epilobium denticulatum,Terrestrial flora,,Epilobium denticulatum,C3,No,,,,,-26.1,,,,Tieszen and Chapman (1992),DOI 10.1007/s10745-012-9509-0,"Arica Coast, Lluta River",Arica y Parinacota,Coast
Arica,Adesmia atacamensis,-18.478908,-70.320551,26.0,Modern,,,,,,,,,Adesmia atacamensis,Terrestrial flora,Aramelilla,Adesmia atacamensis,C3,No,,,,,-24.0,,,,Tieszen and Chapman (1992),DOI 10.1007/s10745-012-9509-0,"Arica Coast, Lluta River",Arica y Parinacota,Coast
Arica,Lupinus oreophilus,-18.478908,-70.320551,26.0,Modern,,,,,,,,,Lupinus oreophilus,Terrestrial flora,Arvejilla,Lupinus oreophilus,C3,No,,,,,-24.5,,,,Tieszen and Chapman (1992),DOI 10.1007/s10745-012-9509-0,"Arica Coast, Lluta River",Arica y Parinacota,Coast
Arica,Rumex acetosella,-18.478908,-70.320551,26.0,Modern,,,,,,,,,Rumex acetosella,Terrestrial flora,Sorrel,Rumex acetosella,C3,No,,,,,-28.0,,,,Tieszen and Chapman (1992),DOI 10.1007/s10745-012-9509-0,"Arica Coast, Lluta River",Arica y Parinacota,Coast
Arica,Dunalia lycioides,-18.478908,-70.320551,26.0,Modern,,,,,,,,,Dunalia lycioides,Terrestrial flora,,Dunalia lycioides,C3,No,,,,,-24.5,,,,Tieszen and Chapman (1992),DOI 10.1007/s10745-012-9509-0,"Arica Coast, Lluta River",Arica y Parinacota,Coast
Arica,Fabiana densa,-18.478908,-70.320551,26.0,Modern,,,,,,,,,Fabiana densa,Terrestrial flora,Pichi,Fabiana densa,C3,No,,,,,-23.0,,,,Tieszen and Chapman (1992),DOI 10.1007/s10745-012-9509-0,"Arica Coast, Lluta River",Arica y Parinacota,Coast
Arica,Solanum chilense (syn. Lycopersicon chilense),-18.478908,-70.320551,26.0,Modern,,,,,,,,,Solanum chilense (syn. Lycopersicon chilense),Terrestrial flora,Wild tomato,Solanum chilense (syn. Lycopersicon chilense),C3,No,,,,,-25.8,,,,Tieszen and Chapman (1992),DOI 10.1007/s10745-012-9509-0,"Arica Coast, Lluta River",Arica y Parinacota,Coast
Arica,Solanum lycopersicoides,-18.478908,-70.320551,26.0,Modern,,,,,,,,,Solanum lycopersicoides,Terrestrial flora,Wild tomato,Solanum lycopersicoides,C3,No,,,,,-24.6,,,,Tieszen and Chapman (1992),DOI 10.1007/s10745-012-9509-0,"Arica Coast, Lluta River",Arica y Parinacota,Coast
Arica,Solanum peruvianum,-18.478908,-70.320551,26.0,Modern,,,,,,,,,Solanum peruvianum,Terrestrial flora,Peruvian wild tomato,Solanum peruvianum,C3,No,,,,,-24.2,,,,Tieszen and Chapman (1992),DOI 10.1007/s10745-012-9509-0,"Arica Coast, Lluta River",Arica y Parinacota,Coast
Arica,Azorella compacta,-18.478908,-70.320551,26.0,Modern,,,,,,,,,Azorella compacta,Terrestrial flora,"Llareta, yareta",Azorella compacta,C3,No,,,,,-22.3,,,,Tieszen and Chapman (1992),DOI 10.1007/s10745-012-9509-0,"Arica Coast, Lluta River",Arica y Parinacota,Coast
Arica,Urtica andicola,-18.478908,-70.320551,26.0,Modern,,,,,,,,,Urtica andicola,Terrestrial flora,Ortiga,Urtica andicola,C3,No,,,,,-27.2,,,,Tieszen and Chapman (1992),DOI 10.1007/s10745-012-9509-0,"Arica Coast, Lluta River",Arica y Parinacota,Coast
Arica,Phyla reptans,-18.478908,-70.320551,26.0,Modern,,,,,,,,,Phyla reptans,Terrestrial flora,Tiqui tiqui,Phyla reptans,C3,No,,,,,-25.9,,,,Tieszen and Chapman (1992),DOI 10.1007/s10745-012-9509-0,"Arica Coast, Lluta River",Arica y Parinacota,Coast
Arica,Balbisia microphylla,-18.478908,-70.320551,26.0,Modern,,,,,,,,,Balbisia microphylla,Terrestrial flora,,Balbisia microphylla,C3,No,,,,,-24.0,,,,Tieszen and Chapman (1992),DOI 10.1007/s10745-012-9509-0,"Arica Coast, Lluta River",Arica y Parinacota,Coast
Pisagua (PSG-7),Seaweed,-19.593611,-70.208333,19.0,Middle Formative Period (Northern Chile),-600.0,300.0,,,,,,,Seaweed,Marine flora,Seaweed,Seaweed,,No,Plant,,,,-12.5,,,,Aufderheide et al. (1994),DOI:10.1006/JASC.1994.1051,"Pisagua bay, Pisagua",Tarapacá,Coast
Pisagua (PSG-7),Maize,-19.593611,-70.208333,19.0,Middle Formative Period (Northern Chile),-600.0,300.0,,,,,,,Maize,Terrestrial flora,Maize,Zea mays,C4,Yes,Cob,,,,-12.6,,,,Aufderheide et al. (1994),DOI:10.1006/JASC.1994.1051,"Pisagua bay, Pisagua",Tarapacá,Coast
Pisagua (PSG-7),Maize,-19.593611,-70.208333,19.0,Middle Formative Period (Northern Chile),-600.0,300.0,,,,,,,Maize,Terrestrial flora,Maize,Zea mays,C4,Yes,Cob,,,,-10.0,,,,Aufderheide et al. (1994),DOI:10.1006/JASC.1994.1051,"Pisagua bay, Pisagua",Tarapacá,Coast
Pisagua (PSG-7),Maize,-19.593611,-70.208333,19.0,Middle Formative Period (Northern Chile),-600.0,300.0,,,,,,,Maize,Terrestrial flora,Maize,Zea mays,C4,Yes,Cob,,,,-11.4,,,,Aufderheide et al. (1994),DOI:10.1006/JASC.1994.1051,"Pisagua bay, Pisagua",Tarapacá,Coast
Pisagua (PSG-7),Distichitlis,-19.593611,-70.208333,19.0,Middle Formative Period (Northern Chile),-600.0,300.0,,,,,,,Distichitlis,Terrestrial flora,Dessert grass,Distichlis,C4,No,Stem,,,,-11.7,,,,Aufderheide et al. (1994),DOI:10.1006/JASC.1994.1051,"Pisagua bay, Pisagua",Tarapacá,Coast
Pisagua (PSG-7),Seed,-19.593611,-70.208333,19.0,Middle Formative Period (Northern Chile),-600.0,300.0,,,,,,,Seed,Terrestrial flora,Unknown plant,,,,Seed,,,,-14.6,,,,Aufderheide et al. (1994),DOI:10.1006/JASC.1994.1051,"Pisagua bay, Pisagua",Tarapacá,Coast
Pisagua (PSG-7),Seed,-19.593611,-70.208333,19.0,Middle Formative Period (Northern Chile),-600.0,300.0,,,,,,,Seed,Terrestrial flora,Unknown plant,,,,Seed,,,,-22.3,,,,Aufderheide et al. (1994),DOI:10.1006/JASC.1994.1051,"Pisagua bay, Pisagua",Tarapacá,Coast
Pisagua (PSG-7),Plant,-19.593611,-70.208333,19.0,Middle Formative Period (Northern Chile),-600.0,300.0,,,,,,,Plant,Terrestrial flora,Unknown plant,,,,Stem,,,,-10.3,,,,Aufderheide et al. (1994),DOI:10.1006/JASC.1994.1051,"Pisagua bay, Pisagua",Tarapacá,Coast
Pan de Azucar,Astragalus sp.,-26.151877,-70.658765,30.0,Modern,,,,,,,,,Astragalus sp.,Terrestrial flora,,Astragalus sp.,C3,No,Leaf,,,,,3.8,,,Evans and Ehleringer (1994),http://ecophys.utah.edu/uploads/3/1/8/3/31835701/187.pdf,Parque Nacional Pan de Azucar,Atacama,Coast
Pan de Azucar,Eremocharis fruticosa,-26.151877,-70.658765,30.0,Modern,,,,,,,,,Eremocharis fruticosa,Terrestrial flora,,Eremocharis fruticosa,C3,No,Leaf,,,,,7.4,,,Evans and Ehleringer (1994),http://ecophys.utah.edu/uploads/3/1/8/3/31835701/187.pdf,Parque Nacional Pan de Azucar,Atacama,Coast
Pan de Azucar,Heliotropium pycnophyllum,-26.151877,-70.658765,30.0,Modern,,,,,,,,,Heliotropium pycnophyllum,Terrestrial flora,,Heliotropium pycnophyllum,C3,No,Leaf,,,,,11.1,,,Evans and Ehleringer (1994),http://ecophys.utah.edu/uploads/3/1/8/3/31835701/187.pdf,Parque Nacional Pan de Azucar,Atacama,Coast
Pan de Azucar,Heliotropium sp.,-26.151877,-70.658765,30.0,Modern,,,,,,,,,Heliotropium sp.,Terrestrial flora,,Heliotropium sp.,C3,No,Leaf,,,,,10.5,,,Evans and Ehleringer (1994),http://ecophys.utah.edu/uploads/3/1/8/3/31835701/187.pdf,Parque Nacional Pan de Azucar,Atacama,Coast
Pan de Azucar,Nolana aplocaryoides,-26.151877,-70.658765,30.0,Modern,,,,,,,,,Nolana aplocaryoides,Terrestrial flora,,Nolana aplocaryoides,C3,No,Leaf,,,,,7.3,,,Evans and Ehleringer (1994),http://ecophys.utah.edu/uploads/3/1/8/3/31835701/187.pdf,Parque Nacional Pan de Azucar,Atacama,Coast
Pan de Azucar,Nolana elegans,-26.151877,-70.658765,30.0,Modern,,,,,,,,,Nolana elegans,Terrestrial flora,,Nolana elegans,C3,No,Leaf,,,,,8.8,,,Evans and Ehleringer (1994),http://ecophys.utah.edu/uploads/3/1/8/3/31835701/187.pdf,Parque Nacional Pan de Azucar,Atacama,Coast
Pan de Azucar,Ophryosporus triangularis,-26.151877,-70.658765,30.0,Modern,,,,,,,,,Ophryosporus triangularis,Terrestrial flora,,Ophryosporus triangularis,C3,No,Leaf,,,,,9.4,,,Evans and Ehleringer (1994),http://ecophys.utah.edu/uploads/3/1/8/3/31835701/187.pdf,Parque Nacional Pan de Azucar,Atacama,Coast
Pan de Azucar,Polyachyrus fuscus,-26.151877,-70.658765,30.0,Modern,,,,,,,,,Polyachyrus fuscus,Terrestrial flora,,Polyachyrus fuscus,C3,No,Leaf,,,,,9.5,,,Evans and Ehleringer (1994),http://ecophys.utah.edu/uploads/3/1/8/3/31835701/187.pdf,Parque Nacional Pan de Azucar,Atacama,Coast
Pan de Azucar,Senecio almadeie,-26.151877,-70.658765,30.0,Modern,,,,,,,,,Senecio almadeie,Terrestrial flora,,Senecio almadeie,C3,No,Leaf,,,,,9.5,,,Evans and Ehleringer (1994),http://ecophys.utah.edu/uploads/3/1/8/3/31835701/187.pdf,Parque Nacional Pan de Azucar,Atacama,Coast
Pan de Azucar,Gypothamnium pinifolium,-26.151877,-70.658765,30.0,Modern,,,,,,,,,Gypothamnium pinifolium,Terrestrial flora,,Gypothamnium pinifolium,C3,No,Leaf,,,,,8.9,,,Evans and Ehleringer (1994),http://ecophys.utah.edu/uploads/3/1/8/3/31835701/187.pdf,Parque Nacional Pan de Azucar,Atacama,Coast
Paposo,Gypothamnium pinifolium,-25.034224,-70.462488,156.0,Modern,,,,,,,,,Gypothamnium pinifolium,Terrestrial flora,,Gypothamnium pinifolium,C3,No,Leaf,,,,,6.1,,,Evans and Ehleringer (1994),http://ecophys.utah.edu/uploads/3/1/8/3/31835701/187.pdf,Reserva Natural de Paposo,Antofagasta,Lowlands
Pan de Azucar,Gypothamnium pinifolium,-26.151877,-70.658765,30.0,Modern,,,,,,,,,Gypothamnium pinifolium,Terrestrial flora,,Gypothamnium pinifolium,C3,No,Leaf,,,,,10.1,,,Evans and Ehleringer (1994),http://ecophys.utah.edu/uploads/3/1/8/3/31835701/187.pdf,Parque Nacional Pan de Azucar,Atacama,Coast
Paposo,Tetragonia maritima,-25.034224,-70.462488,156.0,Modern,,,,,,,,,Tetragonia maritima,Terrestrial flora,,Tetragonia maritima,C3,No,Leaf,,,,,11.9,,,Evans and Ehleringer (1994),http://ecophys.utah.edu/uploads/3/1/8/3/31835701/187.pdf,Reserva Natural de Paposo,Antofagasta,Lowlands
Pan de Azucar,Nolana villosa,-26.151877,-70.658765,30.0,Modern,,,,,,,,,Nolana villosa,Terrestrial flora,,Nolana villosa,C3,No,Leaf,,,,,8.3,,,Evans and Ehleringer (1994),http://ecophys.utah.edu/uploads/3/1/8/3/31835701/187.pdf,Parque Nacional Pan de Azucar,Atacama,Coast
Paposo,Nolana villosa,-25.034224,-70.462488,156.0,Modern,,,,,,,,,Nolana villosa,Terrestrial flora,,Nolana villosa,C3,No,Leaf,,,,,10.5,,,Evans and Ehleringer (1994),http://ecophys.utah.edu/uploads/3/1/8/3/31835701/187.pdf,Reserva Natural de Paposo,Antofagasta,Lowlands
Paposo,Nolana villosa,-25.034224,-70.462488,156.0,Modern,,,,,,,,,Nolana villosa,Terrestrial flora,,Nolana villosa,C3,No,Leaf,,,,,9.1,,,Evans and Ehleringer (1994),http://ecophys.utah.edu/uploads/3/1/8/3/31835701/187.pdf,Reserva Natural de Paposo,Antofagasta,Lowlands
Paposo,Cristaria sp.,-25.034224,-70.462488,156.0,Modern,,,,,,,,,Cristaria sp.,Terrestrial flora,,Cristaria sp.,C3,No,Leaf,,,,,8.7,,,Evans and Ehleringer (1994),http://ecophys.utah.edu/uploads/3/1/8/3/31835701/187.pdf,Reserva Natural de Paposo,Antofagasta,Lowlands
Paposo,Euphorbia lactiflua,-25.034224,-70.462488,156.0,Modern,,,,,,,,,Euphorbia lactiflua,Terrestrial flora,,Euphorbia lactiflua,C3,No,Leaf,,,,,10.8,,,Evans and Ehleringer (1994),http://ecophys.utah.edu/uploads/3/1/8/3/31835701/187.pdf,Reserva Natural de Paposo,Antofagasta,Lowlands
Paposo,Heliotropium lineariifolium,-25.034224,-70.462488,156.0,Modern,,,,,,,,,Heliotropium lineariifolium,Terrestrial flora,,Heliotropium lineariifolium,C3,No,Leaf,,,,,12.6,,,Evans and Ehleringer (1994),http://ecophys.utah.edu/uploads/3/1/8/3/31835701/187.pdf,Reserva Natural de Paposo,Antofagasta,Lowlands
Paposo,Nolana peruviana,-25.034224,-70.462488,156.0,Modern,,,,,,,,,Nolana peruviana,Terrestrial flora,,Nolana peruviana,C3,No,Leaf,,,,,10.9,,,Evans and Ehleringer (1994),http://ecophys.utah.edu/uploads/3/1/8/3/31835701/187.pdf,Reserva Natural de Paposo,Antofagasta,Lowlands
Paposo,Oxalis gigantea,-25.034224,-70.462488,156.0,Modern,,,,,,,,,Oxalis gigantea,Terrestrial flora,,Oxalis gigantea,C3,No,Leaf,,,,,12.0,,,Evans and Ehleringer (1994),http://ecophys.utah.edu/uploads/3/1/8/3/31835701/187.pdf,Reserva Natural de Paposo,Antofagasta,Lowlands
Paposo,Proustia cuneifolia,-25.034224,-70.462488,156.0,Modern,,,,,,,,,Proustia cuneifolia,Terrestrial flora,,Proustia cuneifolia,C3,No,Leaf,,,,,8.4,,,Evans and Ehleringer (1994),http://ecophys.utah.edu/uploads/3/1/8/3/31835701/187.pdf,Reserva Natural de Paposo,Antofagasta,Lowlands
Paposo,Loasa sp.,-25.034224,-70.462488,156.0,Modern,,,,,,,,,Loasa sp.,Terrestrial flora,,Loasa sp.,C3,No,Leaf,,,,,8.6,,,Evans and Ehleringer (1994),http://ecophys.utah.edu/uploads/3/1/8/3/31835701/187.pdf,Reserva Natural de Paposo,Antofagasta,Lowlands
Paposo,Nolana sp.,-25.034224,-70.462488,156.0,Modern,,,,,,,,,Nolana sp.,Terrestrial flora,,Nolana sp.,C3,No,Leaf,,,,,8.7,,,Evans and Ehleringer (1994),http://ecophys.utah.edu/uploads/3/1/8/3/31835701/187.pdf,Reserva Natural de Paposo,Antofagasta,Lowlands
Paposo,Ephedra breana,-25.034224,-70.462488,156.0,Modern,,,,,,,,,Ephedra breana,Terrestrial flora,,Ephedra breana,C3,No,Leaf,,,,-24.9,,,,Ehleringer et al. (1998),https://collections.lib.utah.edu/dl_files/e5/b3/e5b30de971d54a2faa26ecfd6e64d8182fdc6654.pdf,Reserva Natural de Paposo,Antofagasta,Lowlands
